Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00     128/16384       std::istream_iterator<double, char, std::char_traits<char>, long>::istream_iterator(std::istream&) [47]
                0.00    0.00   16256/16384       std::istream_iterator<double, char, std::char_traits<char>, long>::operator++() [20]
[14]     0.0    0.00    0.00   16384         std::istream_iterator<double, char, std::char_traits<char>, long>::_M_read() [14]
-----------------------------------------------
                0.00    0.00      14/16270       void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [93]
                0.00    0.00    8128/16270       void std::allocator_traits<std::allocator<double> >::construct<double, double const&>(std::allocator<double>&, double*, double const&) [27]
                0.00    0.00    8128/16270       void __gnu_cxx::new_allocator<double>::construct<double, double const&>(double*, double const&) [26]
[15]     0.0    0.00    0.00   16270         double const& std::forward<double const&>(std::remove_reference<double const&>::type&) [15]
-----------------------------------------------
                0.00    0.00   16256/16256       Analysis::pearson(Vector, Vector) [25]
[16]     0.0    0.00    0.00   16256         Vector::operator/(double) [16]
                0.00    0.00 2080768/7282688     Vector::operator[](unsigned int) [8]
                0.00    0.00   16256/73535       Vector::Vector(Vector const&) [11]
-----------------------------------------------
                0.00    0.00   16256/16256       Analysis::pearson(Vector, Vector) [25]
[17]     0.0    0.00    0.00   16256         Vector::operator-(double) [17]
                0.00    0.00 2080768/7282688     Vector::operator[](unsigned int) [8]
                0.00    0.00   16256/73535       Vector::Vector(Vector const&) [11]
-----------------------------------------------
                0.00    0.00   16256/16256       Analysis::pearson(Vector, Vector) [25]
[18]     0.0    0.00    0.00   16256         Vector::mean() const [18]
-----------------------------------------------
                0.00    0.00   16256/16256       Analysis::pearson(Vector, Vector) [25]
[19]     0.0    0.00    0.00   16256         Vector::magnitude() const [19]
                0.00    0.00   16256/73535       Vector::Vector(Vector const&) [11]
                0.00    0.00   16256/24384       Vector::dot(Vector) const [12]
                0.00    0.00   16256/73663       Vector::~Vector() [10]
-----------------------------------------------
                0.00    0.00   16256/16256       double* std::__copy_n_a<std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*>(std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*, bool) [49]
[20]     0.0    0.00    0.00   16256         std::istream_iterator<double, char, std::char_traits<char>, long>::operator++() [20]
                0.00    0.00   16256/16384       std::istream_iterator<double, char, std::char_traits<char>, long>::_M_read() [14]
-----------------------------------------------
                0.00    0.00   16256/16256       Analysis::correlation_coefficients(std::vector<Vector, std::allocator<Vector> >) [147]
[21]     0.0    0.00    0.00   16256         std::vector<Vector, std::allocator<Vector> >::operator[](unsigned long) [21]
-----------------------------------------------
                0.00    0.00     128/8511        void __gnu_cxx::new_allocator<Vector>::construct<Vector, Vector const&>(Vector*, Vector const&) [43]
                0.00    0.00     255/8511        void std::_Construct<Vector, Vector const&>(Vector*, Vector const&) [38]
                0.00    0.00    8128/8511        void __gnu_cxx::new_allocator<double>::construct<double, double const&>(double*, double const&) [26]
[22]     0.0    0.00    0.00    8511         operator new(unsigned long, void*) [22]
-----------------------------------------------
                0.00    0.00       1/8416        std::vector<Vector, std::allocator<Vector> >::vector(std::vector<Vector, std::allocator<Vector> > const&) [173]
                0.00    0.00      32/8416        std::vector<Vector, std::allocator<Vector> >::_M_check_len(unsigned long, char const*) const [106]
                0.00    0.00    8383/8416        Analysis::correlation_coefficients(std::vector<Vector, std::allocator<Vector> >) [147]
[23]     0.0    0.00    0.00    8416         std::vector<Vector, std::allocator<Vector> >::size() const [23]
-----------------------------------------------
                0.00    0.00       1/8186        std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [176]
                0.00    0.00      56/8186        std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [92]
                0.00    0.00    8129/8186        Dataset::write(std::vector<double, std::allocator<double> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [146]
[24]     0.0    0.00    0.00    8186         std::vector<double, std::allocator<double> >::size() const [24]
-----------------------------------------------
                0.00    0.00    8128/8128        Analysis::correlation_coefficients(std::vector<Vector, std::allocator<Vector> >) [147]
[25]     0.0    0.00    0.00    8128         Analysis::pearson(Vector, Vector) [25]
                0.00    0.00   40640/73663       Vector::~Vector() [10]
                0.00    0.00   16256/16256       Vector::mean() const [18]
                0.00    0.00   16256/16256       Vector::operator-(double) [17]
                0.00    0.00   16256/16256       Vector::magnitude() const [19]
                0.00    0.00   16256/16256       Vector::operator/(double) [16]
                0.00    0.00    8128/73535       Vector::Vector(Vector const&) [11]
                0.00    0.00    8128/24384       Vector::dot(Vector) const [12]
                0.00    0.00    8128/8128        double const& std::min<double>(double const&, double const&) [32]
                0.00    0.00    8128/8128        double const& std::max<double>(double const&, double const&) [31]
-----------------------------------------------
                0.00    0.00    8128/8128        void std::allocator_traits<std::allocator<double> >::construct<double, double const&>(std::allocator<double>&, double*, double const&) [27]
[26]     0.0    0.00    0.00    8128         void __gnu_cxx::new_allocator<double>::construct<double, double const&>(double*, double const&) [26]
                0.00    0.00    8128/16270       double const& std::forward<double const&>(std::remove_reference<double const&>::type&) [15]
                0.00    0.00    8128/8511        operator new(unsigned long, void*) [22]
-----------------------------------------------
                0.00    0.00      14/8128        void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [93]
                0.00    0.00    8114/8128        std::vector<double, std::allocator<double> >::push_back(double const&) [28]
[27]     0.0    0.00    0.00    8128         void std::allocator_traits<std::allocator<double> >::construct<double, double const&>(std::allocator<double>&, double*, double const&) [27]
                0.00    0.00    8128/16270       double const& std::forward<double const&>(std::remove_reference<double const&>::type&) [15]
                0.00    0.00    8128/8128        void __gnu_cxx::new_allocator<double>::construct<double, double const&>(double*, double const&) [26]
-----------------------------------------------
                0.00    0.00    8128/8128        Analysis::correlation_coefficients(std::vector<Vector, std::allocator<Vector> >) [147]
[28]     0.0    0.00    0.00    8128         std::vector<double, std::allocator<double> >::push_back(double const&) [28]
                0.00    0.00    8114/8128        void std::allocator_traits<std::allocator<double> >::construct<double, double const&>(std::allocator<double>&, double*, double const&) [27]
                0.00    0.00      14/14          std::vector<double, std::allocator<double> >::end() [94]
                0.00    0.00      14/14          void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [93]
-----------------------------------------------
                0.00    0.00    8128/8128        Dataset::write(std::vector<double, std::allocator<double> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [146]
[29]     0.0    0.00    0.00    8128         std::vector<double, std::allocator<double> >::operator[](unsigned long) [29]
-----------------------------------------------
                0.00    0.00    8128/8128        Dataset::write(std::vector<double, std::allocator<double> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [146]
[30]     0.0    0.00    0.00    8128         std::setprecision(int) [30]
-----------------------------------------------
                0.00    0.00    8128/8128        Analysis::pearson(Vector, Vector) [25]
[31]     0.0    0.00    0.00    8128         double const& std::max<double>(double const&, double const&) [31]
-----------------------------------------------
                0.00    0.00    8128/8128        Analysis::pearson(Vector, Vector) [25]
[32]     0.0    0.00    0.00    8128         double const& std::min<double>(double const&, double const&) [32]
-----------------------------------------------
                0.00    0.00     127/638         Vector* std::__uninitialized_copy<false>::__uninit_copy<Vector const*, Vector*>(Vector const*, Vector const*, Vector*) [81]
                0.00    0.00     128/638         Vector* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*>(__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*) [171]
                0.00    0.00     383/638         void std::_Destroy_aux<false>::__destroy<Vector*>(Vector*, Vector*) [96]
[33]     0.0    0.00    0.00     638         Vector* std::__addressof<Vector>(Vector&) [33]
-----------------------------------------------
                0.00    0.00       8/519         void std::vector<Vector, std::allocator<Vector> >::_M_realloc_insert<Vector const&>(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, Vector const&) [107]
                0.00    0.00     128/519         void std::allocator_traits<std::allocator<Vector> >::construct<Vector, Vector const&>(std::allocator<Vector>&, Vector*, Vector const&) [46]
                0.00    0.00     128/519         void __gnu_cxx::new_allocator<Vector>::construct<Vector, Vector const&>(Vector*, Vector const&) [43]
                0.00    0.00     255/519         void std::_Construct<Vector, Vector const&>(Vector*, Vector const&) [38]
[34]     0.0    0.00    0.00     519         Vector const& std::forward<Vector const&>(std::remove_reference<Vector const&>::type&) [34]
-----------------------------------------------
                0.00    0.00     383/383         void std::_Destroy_aux<false>::__destroy<Vector*>(Vector*, Vector*) [96]
[35]     0.0    0.00    0.00     383         void std::_Destroy<Vector>(Vector*) [35]
                0.00    0.00     383/73663       Vector::~Vector() [10]
-----------------------------------------------
                0.00    0.00     258/258         bool __gnu_cxx::operator!=<Vector const*, std::vector<Vector, std::allocator<Vector> > >(__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > > const&, __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > > const&) [40]
[36]     0.0    0.00    0.00     258         __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >::base() const [36]
-----------------------------------------------
                0.00    0.00     128/256         double* std::copy_n<std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*>(std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*) [53]
                0.00    0.00     128/256         double* std::__copy_n<std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*>(std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*, std::input_iterator_tag) [54]
[37]     0.0    0.00    0.00     256         std::istream_iterator<double, char, std::char_traits<char>, long>::istream_iterator(std::istream_iterator<double, char, std::char_traits<char>, long> const&) [37]
-----------------------------------------------
                0.00    0.00     127/255         Vector* std::__uninitialized_copy<false>::__uninit_copy<Vector const*, Vector*>(Vector const*, Vector const*, Vector*) [81]
                0.00    0.00     128/255         Vector* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*>(__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*) [171]
[38]     0.0    0.00    0.00     255         void std::_Construct<Vector, Vector const&>(Vector*, Vector const&) [38]
                0.00    0.00     255/519         Vector const& std::forward<Vector const&>(std::remove_reference<Vector const&>::type&) [34]
                0.00    0.00     255/8511        operator new(unsigned long, void*) [22]
                0.00    0.00     255/73535       Vector::Vector(Vector const&) [11]
-----------------------------------------------
                0.00    0.00       1/213         double* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [177]
                0.00    0.00      84/213         double* std::__relocate_a<double*, double*, std::allocator<double> >(double*, double*, double*, std::allocator<double>&) [70]
                0.00    0.00     128/213         double* std::__copy_n<std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*>(std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*, std::input_iterator_tag) [54]
[39]     0.0    0.00    0.00     213         double* std::__niter_base<double*>(double*) [39]
-----------------------------------------------
                0.00    0.00     129/129         Vector* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*>(__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*) [171]
[40]     0.0    0.00    0.00     129         bool __gnu_cxx::operator!=<Vector const*, std::vector<Vector, std::allocator<Vector> > >(__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > > const&, __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > > const&) [40]
                0.00    0.00     258/258         __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >::base() const [36]
-----------------------------------------------
                0.00    0.00       1/129         double* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [177]
                0.00    0.00     128/129         double* std::__copy_n<std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*>(std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*, std::input_iterator_tag) [54]
[41]     0.0    0.00    0.00     129         double* std::__niter_wrap<double*>(double* const&, double*) [41]
-----------------------------------------------
                0.00    0.00     128/128         Dataset::read(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [145]
[42]     0.0    0.00    0.00     128         Vector::get_data() [42]
-----------------------------------------------
                0.00    0.00     128/128         void std::allocator_traits<std::allocator<Vector> >::construct<Vector, Vector const&>(std::allocator<Vector>&, Vector*, Vector const&) [46]
[43]     0.0    0.00    0.00     128         void __gnu_cxx::new_allocator<Vector>::construct<Vector, Vector const&>(Vector*, Vector const&) [43]
                0.00    0.00     128/519         Vector const& std::forward<Vector const&>(std::remove_reference<Vector const&>::type&) [34]
                0.00    0.00     128/73535       Vector::Vector(Vector const&) [11]
                0.00    0.00     128/8511        operator new(unsigned long, void*) [22]
-----------------------------------------------
                0.00    0.00     128/128         Vector* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*>(__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*) [171]
[44]     0.0    0.00    0.00     128         __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >::operator++() [44]
-----------------------------------------------
                0.00    0.00     128/128         Vector* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*>(__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*) [171]
[45]     0.0    0.00    0.00     128         __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >::operator*() const [45]
-----------------------------------------------
                0.00    0.00       8/128         void std::vector<Vector, std::allocator<Vector> >::_M_realloc_insert<Vector const&>(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, Vector const&) [107]
                0.00    0.00     120/128         std::vector<Vector, std::allocator<Vector> >::push_back(Vector const&) [48]
[46]     0.0    0.00    0.00     128         void std::allocator_traits<std::allocator<Vector> >::construct<Vector, Vector const&>(std::allocator<Vector>&, Vector*, Vector const&) [46]
                0.00    0.00     128/519         Vector const& std::forward<Vector const&>(std::remove_reference<Vector const&>::type&) [34]
                0.00    0.00     128/128         void __gnu_cxx::new_allocator<Vector>::construct<Vector, Vector const&>(Vector*, Vector const&) [43]
-----------------------------------------------
                0.00    0.00     128/128         Dataset::read(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [145]
[47]     0.0    0.00    0.00     128         std::istream_iterator<double, char, std::char_traits<char>, long>::istream_iterator(std::istream&) [47]
                0.00    0.00     128/128         std::istream* std::__addressof<std::istream>(std::istream&) [50]
                0.00    0.00     128/16384       std::istream_iterator<double, char, std::char_traits<char>, long>::_M_read() [14]
-----------------------------------------------
                0.00    0.00     128/128         Dataset::read(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [145]
[48]     0.0    0.00    0.00     128         std::vector<Vector, std::allocator<Vector> >::push_back(Vector const&) [48]
                0.00    0.00     120/128         void std::allocator_traits<std::allocator<Vector> >::construct<Vector, Vector const&>(std::allocator<Vector>&, Vector*, Vector const&) [46]
                0.00    0.00       8/8           std::vector<Vector, std::allocator<Vector> >::end() [108]
                0.00    0.00       8/8           void std::vector<Vector, std::allocator<Vector> >::_M_realloc_insert<Vector const&>(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, Vector const&) [107]
-----------------------------------------------
                0.00    0.00     128/128         double* std::__copy_n<std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*>(std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*, std::input_iterator_tag) [54]
[49]     0.0    0.00    0.00     128         double* std::__copy_n_a<std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*>(std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*, bool) [49]
                0.00    0.00   16384/16384       std::istream_iterator<double, char, std::char_traits<char>, long>::operator*() const [13]
                0.00    0.00   16256/16256       std::istream_iterator<double, char, std::char_traits<char>, long>::operator++() [20]
-----------------------------------------------
                0.00    0.00     128/128         std::istream_iterator<double, char, std::char_traits<char>, long>::istream_iterator(std::istream&) [47]
[50]     0.0    0.00    0.00     128         std::istream* std::__addressof<std::istream>(std::istream&) [50]
-----------------------------------------------
                0.00    0.00     128/128         double* std::copy_n<std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*>(std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*) [53]
[51]     0.0    0.00    0.00     128         std::__size_to_integer(unsigned int) [51]
-----------------------------------------------
                0.00    0.00     128/128         double* std::copy_n<std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*>(std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*) [53]
[52]     0.0    0.00    0.00     128         std::iterator_traits<std::istream_iterator<double, char, std::char_traits<char>, long> >::iterator_category std::__iterator_category<std::istream_iterator<double, char, std::char_traits<char>, long> >(std::istream_iterator<double, char, std::char_traits<char>, long> const&) [52]
-----------------------------------------------
                0.00    0.00     128/128         Dataset::read(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [145]
[53]     0.0    0.00    0.00     128         double* std::copy_n<std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*>(std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*) [53]
                0.00    0.00     128/128         std::__size_to_integer(unsigned int) [51]
                0.00    0.00     128/128         std::iterator_traits<std::istream_iterator<double, char, std::char_traits<char>, long> >::iterator_category std::__iterator_category<std::istream_iterator<double, char, std::char_traits<char>, long> >(std::istream_iterator<double, char, std::char_traits<char>, long> const&) [52]
                0.00    0.00     128/256         std::istream_iterator<double, char, std::char_traits<char>, long>::istream_iterator(std::istream_iterator<double, char, std::char_traits<char>, long> const&) [37]
                0.00    0.00     128/128         double* std::__copy_n<std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*>(std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*, std::input_iterator_tag) [54]
-----------------------------------------------
                0.00    0.00     128/128         double* std::copy_n<std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*>(std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*) [53]
[54]     0.0    0.00    0.00     128         double* std::__copy_n<std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*>(std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*, std::input_iterator_tag) [54]
                0.00    0.00     128/213         double* std::__niter_base<double*>(double*) [39]
                0.00    0.00     128/256         std::istream_iterator<double, char, std::char_traits<char>, long>::istream_iterator(std::istream_iterator<double, char, std::char_traits<char>, long> const&) [37]
                0.00    0.00     128/128         double* std::__copy_n_a<std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*>(std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*, bool) [49]
                0.00    0.00     128/129         double* std::__niter_wrap<double*>(double* const&, double*) [41]
-----------------------------------------------
                0.00    0.00     128/128         Dataset::read(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [145]
[55]     0.0    0.00    0.00     128         std::operator|(std::_Ios_Openmode, std::_Ios_Openmode) [55]
-----------------------------------------------
                0.00    0.00      28/56          void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [93]
                0.00    0.00      28/56          __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::difference_type __gnu_cxx::operator-<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [91]
[56]     0.0    0.00    0.00      56         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::base() const [56]
-----------------------------------------------
                0.00    0.00      16/44          std::vector<Vector, std::allocator<Vector> >::_S_max_size(std::allocator<Vector> const&) [82]
                0.00    0.00      28/44          std::vector<double, std::allocator<double> >::_S_max_size(std::allocator<double> const&) [67]
[57]     0.0    0.00    0.00      44         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [57]
-----------------------------------------------
                0.00    0.00      15/43          __gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*) [87]
                0.00    0.00      28/43          __gnu_cxx::new_allocator<double>::max_size() const [64]
[58]     0.0    0.00    0.00      43         __gnu_cxx::new_allocator<double>::_M_max_size() const [58]
-----------------------------------------------
                0.00    0.00      16/32          void std::vector<Vector, std::allocator<Vector> >::_M_realloc_insert<Vector const&>(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, Vector const&) [107]
                0.00    0.00      16/32          __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >::difference_type __gnu_cxx::operator-<Vector*, std::vector<Vector, std::allocator<Vector> > >(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > > const&, __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > > const&) [105]
[59]     0.0    0.00    0.00      32         __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >::base() const [59]
-----------------------------------------------
                0.00    0.00      32/32          Vector* std::__uninitialized_move_if_noexcept_a<Vector*, Vector*, std::allocator<Vector> >(Vector*, Vector*, Vector*, std::allocator<Vector>&) [85]
[60]     0.0    0.00    0.00      32         Vector const* std::__make_move_if_noexcept_iterator<Vector, Vector const*>(Vector*) [60]
-----------------------------------------------
                0.00    0.00       1/31          std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [176]
                0.00    0.00       2/31          std::vector<double, std::allocator<double> >::~vector() [131]
                0.00    0.00      28/31          void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [93]
[61]     0.0    0.00    0.00      31         std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [61]
-----------------------------------------------
                0.00    0.00       1/29          std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [176]
                0.00    0.00      28/29          std::vector<double, std::allocator<double> >::max_size() const [65]
[62]     0.0    0.00    0.00      29         std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() const [62]
-----------------------------------------------
                0.00    0.00      14/28          std::vector<double, std::allocator<double> >::end() [94]
                0.00    0.00      14/28          std::vector<double, std::allocator<double> >::begin() [95]
[63]     0.0    0.00    0.00      28         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::__normal_iterator(double* const&) [63]
-----------------------------------------------
                0.00    0.00      28/28          std::allocator_traits<std::allocator<double> >::max_size(std::allocator<double> const&) [66]
[64]     0.0    0.00    0.00      28         __gnu_cxx::new_allocator<double>::max_size() const [64]
                0.00    0.00      28/43          __gnu_cxx::new_allocator<double>::_M_max_size() const [58]
-----------------------------------------------
                0.00    0.00      28/28          std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [92]
[65]     0.0    0.00    0.00      28         std::vector<double, std::allocator<double> >::max_size() const [65]
                0.00    0.00      28/29          std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() const [62]
                0.00    0.00      28/28          std::vector<double, std::allocator<double> >::_S_max_size(std::allocator<double> const&) [67]
-----------------------------------------------
                0.00    0.00      28/28          std::vector<double, std::allocator<double> >::_S_max_size(std::allocator<double> const&) [67]
[66]     0.0    0.00    0.00      28         std::allocator_traits<std::allocator<double> >::max_size(std::allocator<double> const&) [66]
                0.00    0.00      28/28          __gnu_cxx::new_allocator<double>::max_size() const [64]
-----------------------------------------------
                0.00    0.00      28/28          std::vector<double, std::allocator<double> >::max_size() const [65]
[67]     0.0    0.00    0.00      28         std::vector<double, std::allocator<double> >::_S_max_size(std::allocator<double> const&) [67]
                0.00    0.00      28/28          std::allocator_traits<std::allocator<double> >::max_size(std::allocator<double> const&) [66]
                0.00    0.00      28/44          unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [57]
-----------------------------------------------
                0.00    0.00      28/28          void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [93]
[68]     0.0    0.00    0.00      28         std::vector<double, std::allocator<double> >::_S_relocate(double*, double*, double*, std::allocator<double>&) [68]
                0.00    0.00      28/28          std::vector<double, std::allocator<double> >::_S_do_relocate(double*, double*, double*, std::allocator<double>&, std::integral_constant<bool, true>) [69]
-----------------------------------------------
                0.00    0.00      28/28          std::vector<double, std::allocator<double> >::_S_relocate(double*, double*, double*, std::allocator<double>&) [68]
[69]     0.0    0.00    0.00      28         std::vector<double, std::allocator<double> >::_S_do_relocate(double*, double*, double*, std::allocator<double>&, std::integral_constant<bool, true>) [69]
                0.00    0.00      28/28          double* std::__relocate_a<double*, double*, std::allocator<double> >(double*, double*, double*, std::allocator<double>&) [70]
-----------------------------------------------
                0.00    0.00      28/28          std::vector<double, std::allocator<double> >::_S_do_relocate(double*, double*, double*, std::allocator<double>&, std::integral_constant<bool, true>) [69]
[70]     0.0    0.00    0.00      28         double* std::__relocate_a<double*, double*, std::allocator<double> >(double*, double*, double*, std::allocator<double>&) [70]
                0.00    0.00      84/213         double* std::__niter_base<double*>(double*) [39]
                0.00    0.00      28/28          std::enable_if<std::__is_bitwise_relocatable<double, void>::value, double*>::type std::__relocate_a_1<double, double>(double*, double*, double*, std::allocator<double>&) [71]
-----------------------------------------------
                0.00    0.00      28/28          double* std::__relocate_a<double*, double*, std::allocator<double> >(double*, double*, double*, std::allocator<double>&) [70]
[71]     0.0    0.00    0.00      28         std::enable_if<std::__is_bitwise_relocatable<double, void>::value, double*>::type std::__relocate_a_1<double, double>(double*, double*, double*, std::allocator<double>&) [71]
-----------------------------------------------
                0.00    0.00       1/27          std::vector<Vector, std::allocator<Vector> >::vector(std::vector<Vector, std::allocator<Vector> > const&) [173]
                0.00    0.00       2/27          std::vector<Vector, std::allocator<Vector> >::~vector() [130]
